rgb_path,annotations_path,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,map,weather,camera_position,no_frames,duration,height,width,annotations_start_offset
videos/sideswipe/Town05_sideswipe_rain_44.mp4,video_annotations/Town05_sideswipe_rain_44.json.gz,sideswipe,9.55,191,0.54921875,0.387037037037037,0.5145833333333333,0.35,0.5838541666666667,0.424074074074074,Town05,rain,44,391,19.55,1080,1920,31
videos/sideswipe/Town05_sideswipe_clear_00.mp4,video_annotations/Town05_sideswipe_clear_00.json.gz,sideswipe,8.65,173,0.4940104166666667,0.6791666666666667,0.453125,0.5953703703703703,0.5348958333333333,0.762962962962963,Town05,clear,0,416,20.8,1080,1920,50
videos/sideswipe/Town05_sideswipe_sunset_03.mp4,video_annotations/Town05_sideswipe_sunset_03.json.gz,sideswipe,10.0,200,0.56953125,0.8902777777777777,0.4744791666666667,0.7814814814814814,0.6645833333333333,0.999074074074074,Town05,sunset,3,407,20.35,1080,1920,40
videos/sideswipe/Town05_sideswipe_night_30.mp4,video_annotations/Town05_sideswipe_night_30.json.gz,sideswipe,7.75,155,0.4276041666666667,0.6,0.3932291666666667,0.5518518518518518,0.4619791666666666,0.6481481481481481,Town05,night,30,488,24.4,1080,1920,68
videos/sideswipe/Town05_sideswipe_clear_26.mp4,video_annotations/Town05_sideswipe_clear_26.json.gz,sideswipe,9.4,188,0.5799479166666667,0.2611111111111111,0.5411458333333333,0.1953703703703703,0.61875,0.3268518518518518,Town05,clear,26,468,23.4,1080,1920,33
videos/sideswipe/Town05_sideswipe_night_14.mp4,video_annotations/Town05_sideswipe_night_14.json.gz,sideswipe,6.6,132,0.4091145833333333,0.5393518518518519,0.3765625,0.4574074074074074,0.4416666666666666,0.6212962962962963,Town05,night,14,566,28.3,1080,1920,96
videos/sideswipe/Town05_sideswipe_rain_43.mp4,video_annotations/Town05_sideswipe_rain_43.json.gz,sideswipe,8.75,175,0.6229166666666667,0.4412037037037037,0.5760416666666667,0.4027777777777778,0.6697916666666667,0.4796296296296296,Town05,rain,43,277,13.85,1080,1920,54
videos/sideswipe/Town05_sideswipe_clear_19.mp4,video_annotations/Town05_sideswipe_clear_19.json.gz,sideswipe,9.55,191,0.4731770833333333,0.6134259259259259,0.3979166666666666,0.549074074074074,0.5484375,0.6777777777777778,Town05,clear,19,361,18.05,1080,1920,31
videos/sideswipe/Town05_sideswipe_clear_17.mp4,video_annotations/Town05_sideswipe_clear_17.json.gz,sideswipe,7.2,144,0.3640625,0.8486111111111111,0.3203125,0.7518518518518519,0.4078125,0.9453703703703704,Town05,clear,17,374,18.7,1080,1920,95
videos/sideswipe/Town05_sideswipe_sunset_11.mp4,video_annotations/Town05_sideswipe_sunset_11.json.gz,sideswipe,6.9,138,0.5989583333333334,0.6685185185185185,0.5609375,0.600925925925926,0.6369791666666667,0.7361111111111112,Town05,sunset,11,405,20.25,1080,1920,87
videos/sideswipe/Town05_sideswipe_clear_35.mp4,video_annotations/Town05_sideswipe_clear_35.json.gz,sideswipe,3.5,70,0.6091145833333333,0.5712962962962963,0.5755208333333334,0.5212962962962963,0.6427083333333333,0.6212962962962963,Town05,clear,35,294,14.7,1080,1920,157
videos/sideswipe/Town05_sideswipe_night_08.mp4,video_annotations/Town05_sideswipe_night_08.json.gz,sideswipe,5.4,108,0.6299479166666667,0.4481481481481481,0.5833333333333334,0.3638888888888889,0.6765625,0.5324074074074074,Town05,night,8,387,19.35,1080,1920,118
videos/sideswipe/Town05_sideswipe_sunset_09.mp4,video_annotations/Town05_sideswipe_sunset_09.json.gz,sideswipe,7.15,143,0.6333333333333333,0.4430555555555555,0.5927083333333333,0.3638888888888889,0.6739583333333333,0.5222222222222223,Town05,sunset,9,425,21.25,1080,1920,84
videos/sideswipe/Town05_sideswipe_sunset_37.mp4,video_annotations/Town05_sideswipe_sunset_37.json.gz,sideswipe,3.75,75,0.46171875,0.2814814814814815,0.421875,0.2444444444444444,0.5015625,0.3185185185185185,Town05,sunset,37,311,15.55,1080,1920,151
videos/sideswipe/Town05_sideswipe_night_33.mp4,video_annotations/Town05_sideswipe_night_33.json.gz,sideswipe,7.25,145,0.465625,0.6444444444444445,0.4036458333333333,0.5425925925925926,0.5276041666666667,0.7462962962962963,Town05,night,33,419,20.95,1080,1920,79
videos/sideswipe/Town05_sideswipe_sunset_45.mp4,video_annotations/Town05_sideswipe_sunset_45.json.gz,sideswipe,7.9,158,0.6359375,0.5194444444444445,0.5984375,0.4796296296296296,0.6734375,0.5592592592592592,Town05,sunset,45,339,16.95,1080,1920,67
videos/sideswipe/Town05_sideswipe_clear_02.mp4,video_annotations/Town05_sideswipe_clear_02.json.gz,sideswipe,3.85,77,0.5169270833333334,0.5310185185185186,0.471875,0.4268518518518518,0.5619791666666667,0.6351851851851852,Town05,clear,2,323,16.15,1080,1920,157
videos/sideswipe/Town05_sideswipe_sunset_46.mp4,video_annotations/Town05_sideswipe_sunset_46.json.gz,sideswipe,6.45,129,0.5346354166666667,0.6768518518518518,0.4942708333333333,0.6166666666666667,0.575,0.737037037037037,Town05,sunset,46,386,19.3,1080,1920,95
videos/sideswipe/Town05_sideswipe_night_12.mp4,video_annotations/Town05_sideswipe_night_12.json.gz,sideswipe,6.35,127,0.4041666666666667,0.5101851851851852,0.3515625,0.4638888888888889,0.4567708333333333,0.5564814814814815,Town05,night,12,321,16.05,1080,1920,106
videos/sideswipe/Town05_sideswipe_wet_47.mp4,video_annotations/Town05_sideswipe_wet_47.json.gz,sideswipe,5.9,118,0.59921875,0.3421296296296296,0.5578125,0.312037037037037,0.640625,0.3722222222222222,Town05,wet,47,300,15.0,1080,1920,107
videos/sideswipe/Town05_sideswipe_clear_44.mp4,video_annotations/Town05_sideswipe_clear_44.json.gz,sideswipe,7.05,141,0.5260416666666666,0.3587962962962963,0.4833333333333333,0.2907407407407407,0.56875,0.4268518518518518,Town05,clear,44,205,10.25,1080,1920,87
videos/sideswipe/Town05_sideswipe_clear_11.mp4,video_annotations/Town05_sideswipe_clear_11.json.gz,sideswipe,9.55,191,0.5908854166666667,0.6726851851851852,0.5520833333333334,0.5962962962962963,0.6296875,0.7490740740740741,Town05,clear,11,419,20.95,1080,1920,34
videos/sideswipe/Town05_sideswipe_night_09.mp4,video_annotations/Town05_sideswipe_night_09.json.gz,sideswipe,6.3,126,0.6447916666666667,0.4787037037037037,0.6052083333333333,0.4138888888888888,0.684375,0.5435185185185185,Town05,night,9,422,21.1,1080,1920,95
videos/sideswipe/Town05_sideswipe_clear_34.mp4,video_annotations/Town05_sideswipe_clear_34.json.gz,sideswipe,8.4,168,0.67734375,0.3185185185185185,0.6369791666666667,0.2490740740740741,0.7177083333333333,0.3879629629629629,Town05,clear,34,402,20.1,1080,1920,70
videos/sideswipe/Town05_sideswipe_clear_07.mp4,video_annotations/Town05_sideswipe_clear_07.json.gz,sideswipe,3.3,66,0.5427083333333333,0.6606481481481481,0.5114583333333333,0.5990740740740741,0.5739583333333333,0.7222222222222222,Town05,clear,7,308,15.4,1080,1920,158
videos/sideswipe/Town05_sideswipe_sunset_40.mp4,video_annotations/Town05_sideswipe_sunset_40.json.gz,sideswipe,9.6,192,0.6322916666666667,0.737037037037037,0.5770833333333333,0.6907407407407408,0.6875,0.7833333333333333,Town05,sunset,40,481,24.05,1080,1920,30
